1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,1.396707250051928,1.8182017068375294,1.4809908392855557,1.4374327370968627,1.5936147853407163,0.9234382278038707,1.062870299495318,2.200295411177061,-0.9152648305779721,1.1120345572019872,0.24952229865030068,3.5332355255166776,1.3010248070200996,0.5863394636328995,0.412515286166463,2.056273303236808,-0.531937963062566,1.0745238561513586,1.1151812281973508,3.325855842111015,0.6444626885840866,1.1016714092817677,0.8000748626473757,0.5951192651655947,-0.13474693206151694,-0.20820610349680735,-0.4692874448077255,0.6139073009369522,-1.2200316505026678,-0.009172166314996554
1,1.1392530157581167,0.1279399685672822,1.0694325826516675,1.143012376845483,-0.5297248209714928,-0.21931010209344884,0.04662267486489737,0.33149818684422533,-0.3939629988634343,-0.9703830539921049,-0.03712132102984125,-0.8110188802035945,-0.01812479582772256,0.21368736781022662,-1.1643177428569806,-0.746454021083944,-0.46886565407658554,-0.3623019612986361,-0.7183102985710543,-0.8584620944146758,1.1870475894551356,0.1876118797254261,1.157635032854518,1.1766663998457276,0.08474465755156617,-0.32777672970606314,0.1321030387712741,0.7458030989622441,-0.1786706892434114,-0.3622653306036293
1,-0.20859562260359837,-0.994436684895846,-0.19426787482312366,-0.3159685170523865,-0.05005710938551973,0.09042197020397015,-0.3901128783867684,-0.26605549352886637,-0.8240370100279283,0.18745237895251812,-0.7031811841870172,-1.1214679852922715,-0.6336608371413001,-0.6497127874847608,-0.9676406426723791,-0.33637202397360255,-0.729038928643755,-0.5738942209828144,-0.8802487914510143,-0.3738333820001182,-0.15558406721008672,-1.0407685157257844,-0.1313844042787953,-0.32176154197944623,-0.051340128008544886,0.1514980624853936,-0.31493648489506815,-0.049919902311220406,-0.8350604440796978,0.4547119070079137
1,0.4971318666959059,0.3154491946828404,0.5712304825159079,0.3711189975777352,1.2380126927316757,1.3000072209654692,0.7931255596242802,1.0697884483090494,0.8115474869764336,1.297513048887291,0.44854732918893314,-0.20150583694501287,0.321099482050733,0.22131557598855284,0.15922641520912267,-0.07459200824869945,0.022047150864295546,0.09876900997263102,-0.37052293131208025,0.14188087348203976,0.7785130758581109,0.8776726312877238,0.6648630335774477,0.6272176459758617,1.608016289466362,0.4943333434422223,0.5769184852054453,0.9501691156827514,0.7117483241737447,0.9283218998261998
1,0.41232341304618025,1.19138515096552,0.3806140268117917,0.31959543453374406,-1.368945759528831,-0.36276495663120084,-0.1204936011854384,-0.19043201188576808,-0.2212817671079938,-1.5380596497562167,-0.20918678567877838,-0.19134050933896557,-0.15753892783415024,-0.27593058674678034,1.4978995809817337,0.3006660418156687,1.0012447478716422,1.3408012775444549,1.0336685639960286,-0.4390620625354109,-0.0981339012355052,0.1876118797254261,-0.08030437996348908,-0.20073176492426267,-1.2804930298418091,-0.6512624072514356,-0.5182171439154845,-0.4325626570219575,-0.5304069713708733,-1.2422496119026059
0,-1.7842155364817203,0.3958102915895084,-1.7438930158540906,-1.475408696607548,1.8148783096307863,-0.5350737989566596,-0.9909536036157911,-1.3281424318187662,-0.28318635962409555,0.4558341358607998,-0.3879921418001392,1.819361291137143,-0.36389197520828503,-0.7898457969829001,2.552537827877327,0.32228090549937627,-0.07676613321374048,-0.5644226080070869,1.4423187205253238,-0.4156205054680401,-1.6460967066617325,0.07561249072840379,-1.5808552119084232,-1.3385249576458476,0.9495415206271127,-0.7633908783024388,-1.1507002272002322,-1.6518016163502605,-0.30468644386387983,-0.6396654692543401
0,-1.6963782094873616,-1.3024875563714058,-1.5649734790227265,-1.4043637835903673,-0.2768522217828415,0.4995943393968764,-0.2876098772357742,-0.8292581686810255,-0.0420842624561214,3.5794605526519376,0.2780677213570367,-0.650406704028051,-0.024164397214282606,-0.59066480565994,5.129349463050271,4.048443239418525,1.327118344299208,0.9369174034851278,0.5554609340149388,9.206629071621,-1.6103499367219924,-1.9783117881363406,-1.5658316753450978,-1.3186994871453885,-0.9468658136299233,-0.3972368445164191,-0.9132132603490285,-1.3607612180702755,-1.2989645957045,0.6830595821167302
1,1.8419516317129885,-0.46405344531183795,1.6456141419391115,2.058275670670424,-1.3112591978389203,-0.7142293502486929,-0.27707101298034753,0.23331583610081297,-0.33531654279554896,-1.0757685606314822,0.3466560286940554,-0.8909183551871244,0.0915946293614515,0.7835427713540715,-0.7197201292883157,-0.7908845742115652,-0.6759530685805548,0.1756141718511755,-0.6965735881173686,-0.1689745571939645,1.6360099976268658,-0.5801258674315805,1.3258986423637624,1.837515416527697,-0.8107810280698122,-0.6800387405300117,-0.4764044919506722,0.6414459840411338,-0.6121094935973305,-0.13645485188491088
1,-0.9294674786262688,0.23508809777617232,-0.7509545693226466,-0.9496123358542689,3.2530912175162423,2.631855131844371,1.6613272339998986,1.1313126367644513,2.2223205690539,4.652987580285059,0.15674967485340818,-0.03276139868463174,0.11524973479214484,-0.540092610699926,1.1762861590917773,2.901654638421816,1.3218623185503762,1.1174141790603138,4.274612092640595,2.723509745292921,-0.5087961987575146,-0.021935364204486305,-0.47482245011641216,-0.7837894116425258,2.964474313275214,2.692249833512774,1.5043586910206923,1.6777701113827133,4.771948242274993,3.414774362122201
1,2.0206551590463393,0.9476231570152941,1.8318984054681338,2.3078929326226807,-0.5573827615077518,-0.33016158059989353,0.008983873952659722,0.6473223542486222,-0.47541641006883084,-1.6223680550677178,0.9342159794077071,-0.09172029879970452,0.5470812339311878,1.346052492948417,-0.9622722850991019,-0.8203048053366117,-0.7521654419386146,-0.3640890580865092,-1.0291452580587628,-0.9563051152176147,2.5254236782703896,1.6201201938325,2.2032731776619614,3.081799707937462,-0.09523844593116151,-0.3158692814528592,-0.14768587703581967,0.8574072357528755,-0.5124047207108061,-0.7183185573473769
